"453838711,2024-11-25T08:34:45Z,1403/09/05 12:04,کوروش,monsieur,twit,#فن_افزار \n\nامروز با ۷۰۰ تومن مجدد وارد این سهم ارزشمند شدم ... هرچند قبل تر هم در مقطعی سهامدارِش بودم و با ۱۴۰ تومن یه سودِ حدودا ۵۰ تومنی ازش گرفته بودم که واسه کوتاه مدت خوب بود .. بریم ببینیم ایندفعه می‌شه به دیدِ میان‌مدت یه گِین خوبی ازش گرفت ...؟\n\nالهی به اُمید تو .. برکت و سودِ باشه برایِ همه مخصوصا سهامدارایِ فن افزار"
"025c123b-114b-425a-83ce-fe582b739fc7,,,,,all,"
"453838703,2024-11-25T08:34:37Z,1403/09/05 12:04,محسن,mohsen6284,twit,#خمحور حقوقی زحمت کشیدن خرید زدن ..تشکر میکنیم از زحماتشون ...😊😊"
"453838437,2024-11-25T08:27:07Z,1403/09/05 11:57,استادتکینکال آموزشکاه عرفان,ostadebours1,retwit,#شاخص_بورس  بنده شونزده وسال واندی هست که توبورسم.الانم اگربازارازفردامنفی نشد این بورسومیزارم کنار.سال99هم به دوستان اخطاردادم که خروج بزنن.همه جی درتکنیکال نحفته هست."
"453838685,2024-11-25T08:33:54Z,1403/09/05 12:03,رضا,reza_1800,quote,مدیران این نماد که رهبری مثلا یک شرکت اقتصادی محور را به عهده گرفتن ، کلا بویی از اقتصاد و ارزش آفرینی نبردن . حالا ما سهامدار خورد هیچ ، یکی به اینا بفهمونه چرا سهامدار عمده را که داره حقوق و درآمدت را تامین میکنه داری میاندازی تو سیاه چاله ضرر و فرصت سوزی، اون هم تو این شرایط بازار که دو روز دیگه روند اصلاحش شروع میشه و وی تسویه ها تازه میخواهید سهم را باز گشایی کنید.\nاز ما که گذشت ، خدا به داد سهامدار عمده برسه ☹️"
"453838679,2024-11-25T08:33:48Z,1403/09/05 12:03,MIM.BENEFIT,mknasiri,twit,#تاپیکو  حالا گیر حجم مبنا افتادیم.... مسخره بازی"
"453838676,2024-11-25T08:33:48Z,1403/09/05 12:03,شکست ناپذیر,shekastnapazir,twit,#شاخص_بورس اگه همینجوری پیش بره اعتماد بر میگرده نقدینگی میاد سمت بورس. قیمت سهام واقعی میشه چند ساله سهامو خیلی آوردن پایین!!!!!!!! بازارهای دیگه و همه چیز خیلی رفته بالا میاد پایین."
"453838673,2024-11-25T08:33:46Z,1403/09/05 12:03,m1359,m-sh,twit,#دانا بابا پس کی میخواین دامنه رو باز کنید بهترین موقعس دیگه ضرر سهامدارا جبران بشه ... دامنه رو ۷ کن دیگه ...."
"453838649,2024-11-25T08:32:34Z,1403/09/05 12:02,گیاه وحشی کوهم نه لاله گلدان,hskkhansalimi,twit,#نوری با یک گزارش خوبی که از نوری برای آبان بیاد و کرک اسپرد خوبی که محصولات گرفتن، در مرحله اول میره برای 25 تومن و بعد با تایید افزایش سرمایه 30 تومن را خواهد دید. انشا ..."
"453838639,2024-11-25T08:32:24Z,1403/09/05 12:02,استادتکینکال آموزشکاه عرفان,ostadebours1,twit,#فزر دوجی سنگ قبرزده این سهم.دفعه قبل هم که کندل مادرباردار زده بودهمینوعرض کردم ولی یه عده کم سوادمسخره کردنوتکنیکال علمه دوست عزیز."
"453838633,2024-11-25T08:32:19Z,1403/09/05 12:02,سوداگر,sadegh2015,quote,شروع نکن دوباره !!!! قبلا یادت رفته؟!!!"
