"453796469,2024-11-23T08:30:42Z,1403/09/03 12:00,محسن,hkazem3000,twit,بدهی نجومی سایپا به هشت بانک\nقم تسهیلات پرداختی هشت بانک به شرکت سایپا نشان می‌دهد تا پایان شهریورماه، بیش از ۶ هزار و ۱۸۹ میلیارد تومان وام به حساب این خودروساز زیان‌ده واریز شده است. \n1- بانک اقتصاد نوین:یک هزار ۲۲۳ میلیارد تومان\n2-بانک رفاه;۱۹۴ میلیارد تومان\n3-پارسیان : یک هزار و ۱۱۸ میلیارد تومان\n4- ; بانک تجارت ;  یک هزار و ۲۳۰ میلیارد تومان \n5-صنعت و معدن :  یک هزار و ۸۵۱ میلیارد تومان\n6- ; بانک سپه ; ۳۰۹ میلیارد تومان\n7- بانک صادرات،; ۱۹۹ میلیارد تومان\n8- بانک ملت ; ۶۵ میلیارد تومان\n\n۴۱ درصد از وام دریافتی سایپا به شبکه بانکی بازنگشت!\nتا پایان شهریورماه سال جاری، بیش از ۶ هزار و ۱۸۹ میلیارد تومان وام به حساب این خودروساز زیان ده واریز شده است و در مقابل، بیش از ۲ هزار و ۵۷۰ میلیارد تومان به شبکه بانکی بازنگشته است و به عنوان بدهی سایپا به شش بانک کشور ثبت شده است.\n\nبعد اشخاص عادی مثل من و شما اگه بخایم از این بانکها وام درخواست کنیم هزار جور  بهانه و سفته و ضامن میخان و اگه یک قسط شون رو پرداخت نکنیم  یهو میبینیم یه رقم بزرگ بعنوان خسارت به بدهی مون  اضافه میشه"
"025c123b-114b-425a-83ce-fe582b739fc7,,,,,all,"
"453796466,2024-11-23T08:30:23Z,1403/09/03 12:00,mohammad,salehimohammad,twit,#خصدرا \n\nفارغ ز مثبت های بازار است این صدرا \n\nچشم انتظار لحظه ای منفی است این صدرا \n\n لعنت الله علی القوم الظالمین"
"453796458,2024-11-23T08:30:04Z,1403/09/03 12:00,نیما,bigharar74,twit,#خودرو الان هرکی سهام بفروشه بازار از روش رد میشه و جا میمونه"
"453796452,2024-11-23T08:30:03Z,1403/09/03 12:00,بنیاد کار,khodakhoda124,twit,#فسوژ اینم مستند پست قبلی👇👇👇"
"453796427,2024-11-23T08:28:55Z,1403/09/03 11:58,kuroosh,fg321,twit,#وحکمت  وحکمت در محدوده منفی و 214 یک پله خرید خالی از لطف نیست \n\n\nدوستدارتان کوروش"
"453796420,2024-11-23T08:28:41Z,1403/09/03 11:58,بنیاد کار,khodakhoda124,twit,#فسوژ در آخرین پیشبینی گفته با سرمایه ۶۰۰/۰۰۰/۰۰۰ سهم به ازای هر سهم ۳۷۱۵ ریال سود میسازه\nهمینو سود رو با سرمایه جدید ۲/۴۰۰/۰۰۰/۰۰۰ سهم حساب کنیم میشه هر سهم ۹۲۸ ریال.\nحالا برید مقایسه کنید ببینید شرکتهای که بین ۹۰ تا ۱۰۰ تومن سود میسازن با سرمایه بیشتر از فسوژ قیمت سهمشون چنده.\nفقط کافیه ۵ ماه سهامداری کنید."
"453796415,2024-11-23T08:28:20Z,1403/09/03 11:58,مرتضی,yjc0ir,twit,#شبندر 50 میلیون  حجم معاملات تا الان ، پایانی هیچ تکونی نخورده"
"453796411,2024-11-23T08:28:16Z,1403/09/03 11:58,Ali rafiee,ali13541354,twit,#کلر \nسلام این افزایش سرمایه کی هست ؟"
"453796402,2024-11-23T08:27:58Z,1403/09/03 11:57,Sajed,sajedml,twit,#دتوزیع \nسلام\nتوزیع سود سهام دتوزیع کی و چطوری انجام میشه؟"
"453796399,2024-11-23T08:27:32Z,1403/09/03 11:57,علی,alitrader57,twit,#ودی همچنان لب مرز مقاومت ۷۵۰\nمنتظرن بازار منفی شه؟!"
