"454193234,2024-12-12T08:33:51Z,1403/09/22 12:03,سفید,sefidsiah0,twit,#شتران \nقیمت سهم شتران با توجه به pe و eps باید برسه به سهم شپنا حالا هر چه شپنا بالاتر بره قیمت سهم شتران \nدنباله رو شپنا خواهد بود تا نزدیک قیمت شپنا"
"035228bc-cab5-4443-8e1b-1de4592facdc,,,,,desktop,"
"454193205,2024-12-12T08:31:09Z,1403/09/22 12:01,Abdl,abadye,twit,#وسدید چند نفر قبول دارند دربورس ماندن سود دارد یانه؟"
"454193192,2024-12-12T08:30:09Z,1403/09/22 12:00,Abdl,abadye,twit,#وسدید"
"454193188,2024-12-12T08:29:48Z,1403/09/22 11:59,کیا زادوری,kiakia,twit,#کمرجان👈شنیده ها و شایعات: ورود یک شرکت بزرگ اماراتی برای خرید سهام عمده شرکت به شکل بلوکی و چند بار حضور در ایران و مذاکره برای اینکار... این شرکت سهامدار چندین شرکت بزرگ خودرو سازی اروپا و آمریکاست و اینخبر  میتونه قیمت سهام این شرکت رو چندین برابر بکنه... بررسی و تحلیل کنید حتما"
"454193166,2024-12-12T08:28:40Z,1403/09/22 11:58,س الف میم,amir125,quote,آخه بیچاره تو میدونی اقتصاد دستوری چیه؟ اقتصاد دستوری همین مار زاگرس هست که متانول رو با دلار میفروشه اما میخواد یوتیلیتی رو با قیمت مفت دولتی بخره. اما خیالت راحت. با هر فرمولی یوتیلیتی تعیین بشه از این قیمتی که الان هست کمتر نمیشه"
"454193159,2024-12-12T08:28:07Z,1403/09/22 11:58,Hadi,hadidexter,quote,از سایت ذینفعان اقدام کنید، خیلی راحت و آسون\nخدایی سایت خوبیه"
"454193139,2024-12-12T08:26:09Z,1403/09/22 11:56,مهدی,iraniboy4030,twit,#ثعمرا \n\nدرد و بلای حقوقیای ثفارس و ثشاهد بخوره توی سر حقوقیای این سهم تا شاید کمی سر عقل بیان !"
"454193131,2024-12-12T08:25:12Z,1403/09/22 11:55,Dr.Samri@1364,alibabatt,twit,#پاکشو \n🔴احتمال دارد شرکت زیان ده یا دچار مشکل شده که سهامش دوسال است راکد مونده \nحجم معاملات پایین و عدم حمایت حقوقی ازش \nمشکوک شده 🔴"
"454193123,2024-12-12T08:24:22Z,1403/09/22 11:54,مرادی,amiran1362,twit,#شاخص_بورس \nقبلا بحث سقف جدید و کانال ۳ میلیونی بود\nاما دیگه با این قیمت ا.رز. \nباید به بالای ۳۵۰۰ تا ۴ میلیون شاخص فکر کزد"
"454193113,2024-12-12T08:23:12Z,1403/09/22 11:53,مهدی,iraniboy4030,twit,#ثاخت \n\nما بین ۵۴۰ تا ۵۰۰ داره نوسان میده ، خوب دارن نوسان میگیرن حقوقیا\n\n۵۰۰ میخرن ، ۵۴۰ میفروشن ! \n\n۵۴۰ فروختن ، حالا باید دو روز نظاره گر باشیم که اگر مثبت شد دوباره برسه به ۵۴۰ ! \n\nثفارس و ثشاهد و ... دارن مثل بنز سود میدن اما این سهم و حقوقیاش دارن نوسانگیری میکنن !"
