"453815791,2024-11-24T08:31:21Z,1403/09/04 12:01,Ayoub,klji,quote,سلام\n۲۸ آبان واریزشد"
"025c123b-114b-425a-83ce-fe582b739fc7,,,,,all,"
"453815787,2024-11-24T08:31:19Z,1403/09/04 12:01,یاس رازقی,faz1340,quote,#خودرو رویت کردم  صدای سازش فردا میشنوی  سیو سود"
"453815783,2024-11-24T08:31:17Z,1403/09/04 12:01,Feriyaneh,feriyaneh,twit,#کابگن چرا صف نمیشه با این قیمت"
"453815773,2024-11-24T08:30:53Z,1403/09/04 12:00,Meysam1751372,hector1751372,twit,#ذوب \nداره چراغ خاموش و بدون سر و صدا راه خودش رو می‌ره ...\nما که راضی هستیم"
"453815769,2024-11-24T08:30:52Z,1403/09/04 12:00,ali.m,mic112,twit,#گلدیرا مجددا فرصت خرید داده بررسی شود"
"453815765,2024-11-24T08:30:35Z,1403/09/04 12:00,سید,jaafar1367,twit,#سایرا \nاز8000تومن چی بود چی شد."
"453815760,2024-11-24T08:30:30Z,1403/09/04 12:00,امیر,mehr999,twit,#فصبا توی قیمت ۴۰۱ و ۴۰۲ تومن سه نفر ۹۰۰ هزارسهم برای خریدسفارش گذاشتند"
"453815753,2024-11-24T08:30:24Z,1403/09/04 12:00,Omid,omidparsa2009,quote,بچه اگه حرف نزنی بهت نمیگن لالی، تو که بورسی نیستی و از سهم و سهام شناخت کافی نداری ساکت باش، تو کامنت های ثپردیس پره از اراجیف تو، بس کن خسته نشدی؟ بزار دو نفر آدم عاقل که تحلیل بلدن نظر بدن"
"453815723,2024-11-24T08:29:41Z,1403/09/04 11:59,بورسینو,boorsin,twit,#فصبا ملت یهو چشمشونو باز میکنن میبینن سهم از دست رفته. اون وقته که ما فقط تماشاگر رقص زیبای قیمت خواهیم بود. فقط از اصلاح احتمالی نترسید و نقدینگی داشته باشید برای اونموقع. ببینید بیت کوین اصلاح خواهد داد سنگین اونموقع یک اصلاح کوچیکم به بازار میدن که اونارو ترغیب که خرید در بورس کنن ضمنا تتر و دلار هم اصلاح بدن. این بالازدن دلار و تتر قطعا تله هست. معلومه بازارساز برنامه خوبی چیده."
"453815717,2024-11-24T08:29:22Z,1403/09/04 11:59,حسین افشاری,hosin21,twit,#وبرق اضافیدیم"
