"454061598,2024-12-06T08:29:19Z,1403/09/16 11:59,مهدی,m1e2h3d4i5,twit,سلام یه پیام بود چند وقت پیشا که مضمونش این بود از وقتی  پزشکیان اومده سهماچقدر ریخته اگر کسی دسترس داره بفرسته اونو"
"035228bc-cab5-4443-8e1b-1de4592facdc,,,,,desktop,"
"454061591,2024-12-06T08:28:47Z,1403/09/16 11:58,Bourse_coin,wsxw,quote,#شاخص_بورس داعش که بزرگتر از این راه ان اخته بودن جمع شد اینا که عددی نیستند"
"454061579,2024-12-06T08:27:48Z,1403/09/16 11:57,farshad,farshadfard,quote,ونوین شش ماهه تلفیقی ۷۷ تومن و شرکت اصلی ۷۲ تومن گزارش کرد،\nنکته گزارش ونوین همون بحث مخفی کردن سوده، یعنی ۴۸ تومن به ازای هر سهم هزینه مطالبات مشکوک الوصول دیدن که اگه عدد معقولی بود ونوین شش ماهه حداقل ۱۰۰ تومن سود داشت،\nشش ماهه دوم اگه باز ذخیره نامعقولی نگیرن با رشدی که در تراز عملیاتی داشته شش حداقل ۱۱۰ تومن میتونه محقق کنه،\nیعنی روی ۱۸۰-۲۰۰ تومن سود کاملا عملیاتی برای پایان دوره میشه حساب کرد."
"454061557,2024-12-06T08:26:33Z,1403/09/16 11:56,نبض بورس,hossin1375,quote,فعلا که پزشکیان رییسه\nبنزین بالا رفت اون موقع بگو کی بده"
"454061553,2024-12-06T08:25:55Z,1403/09/16 11:55,میثم رحمانی,meisam1360,twit,عزم دولت و بازارساز فقط رشد بازار سرمایه و کمک به تولید و صنایع جهت ارز آوری و تامین کسری بودجه هست و خیلی دقت کنید از روند صعودی شکل گرفته که می‌تواند مانند سال ۹۷ و ۹۸ در بازه حداقل دو ساله ادامه داشته باشد  جا نمونید..مطمعنا در طی مسیر صعودی مذکور گاهی استراحت و اصلاح و نوسان و جابجایی سهام و...امری طبیعی و حتمی خواهد بود لکن اساس حرکت طولانی مدت در روند صعودی پیش خواهد رفت."
"454061521,2024-12-06T08:24:37Z,1403/09/16 11:54,ITManager,itmanager_com1,retwit,#شاخص_بورس \n6 سهم بنیادی عالی\nوپویا\nوهامون\nوآفر\nوبوعلی\nحخزر\nفارس"
"454061543,2024-12-06T08:25:42Z,1403/09/16 11:55,LL,moh3en511,quote,خوب دست شما رو هم که نبستن همین کار بکنید\nانسان باید دانشش ارتقاع بده"
"454061539,2024-12-06T08:25:40Z,1403/09/16 11:55,Bourse_coin,wsxw,quote,#شاخص_بورس اخبی خوب نگاه کن ما کاری با اونا نداریم اونا با ما کار دارند اونا دور تا دور ایران محاصره کردن اگر مجین گروهی بیاد سرکار چند سال استراحت میدن بعد خوب تحهیزش میکنند بعدش میرن سراغ عراق بعدش میان اینجا ،اونوقت باید مثل غزه ای ها گریه کنی شایدکه کمتر بکشید خوب چشمات باز کن نگاه کن نمیتونی دهن ببند"
"454061536,2024-12-06T08:25:40Z,1403/09/16 11:55,tzjhgjhuih,razae1381,twit,#وتجارت هم مثل وبصادر یک معلول جا ماننده هست"
"454061529,2024-12-06T08:25:10Z,1403/09/16 11:55,کاوه,kaveh247572,quote,بله سود تعلق می گیره چون درافزایش سرمایه در سازمان بورس اوراق بهادار به ثبت رسیده است. اگه به صورت حق تقدم بود وبه ثبت نرسیده بود سود تعلق نمی گرفت."
