"453718268,2024-11-17T09:01:49Z,1403/08/27 12:31,ارین,gafarinezad,twit,#ثاخت\nبا توجه به خریدهای موذیانه لحظه آخری ثاخت\nاحتمال داره فردا بالا بره"
"3442b21e-d875-46d5-9468-61849e40234c,,,,,all,"
"453718261,2024-11-17T09:01:37Z,1403/08/27 12:31,شیر مردادی,mrh1980,twit,#زماهان  چند هزار تومان دیگه بالا میره؟"
"453718241,2024-11-17T09:00:29Z,1403/08/27 12:30,Khoorzookhan,ghoodrat,twit,#کرومیت \n\nامروز اضافه کردم\nامیدوارم فردا برگرده"
"453718232,2024-11-17T09:00:21Z,1403/08/27 12:30,Kourosh Arian,kourosharian,twit,#فاهواز سهام آقای خدابخشی روی تابلو بالای 50 درصد میشود"
"453718226,2024-11-17T09:00:16Z,1403/08/27 12:30,greentik2023,sohiylh,twit,#سامان"
"453718223,2024-11-17T09:00:13Z,1403/08/27 12:30,ساسان,sasan98,twit,#فزر\nمهم برای فولادسازان؛\n\n🔵 امکان ۱۰۰ درصدی واردات در برابر صادرات برای صنعت فولاد فراهم شد\n\nبانک مرکزی امکان استفاده از ارز حاصل از صادرات زنجیره فولاد و فلزات رنگین اساسی جهت واردات اقلام مورد نیاز مصارف ارزی چهار حوزه \"ماده اولیه، طرح‌های توسعه‌ای و تکمیل پروژه‌های تولید انرژی، نیاز کالا‌های التهابی صنایع فلزی\" تا سقف ۱۰۰ درصد را فراهم کرد."
"453718204,2024-11-17T08:59:18Z,1403/08/27 12:29,محسن,xenon54,twit,#زپارس حقوقی ح ر و م. ز. ا . د .ه دیروز 500k تو صف خرید فروخت امروز که بازار شل کرده دریغ از یه برگ سهم که بخره و حمایت کنه"
"453718200,2024-11-17T08:59:11Z,1403/08/27 12:29,سید,m224809m,twit,#شیران حقوقی داره چکار میکنه ؟؟؟"
"453718189,2024-11-17T08:58:21Z,1403/08/27 12:28,امیر,mehr999,twit,#فصبا توی پولبک و خروج نوسانگیرها و توی منفی ها حقوقی داره میخره\nشماهم تند تند بفروشید معطل نکنید ها"
"453718183,2024-11-17T08:58:10Z,1403/08/27 12:28,Reza2034,hr20341774,twit,#پلوله سلام،حالا دوستداری تو مثبت ۳ بفروش و اجازه بده پایانی پر بشه"
