"453739005,2024-11-18T08:34:36Z,1403/08/28 12:04,اشک بوس,khamesi.isf,twit,#خمحور  لعنت بر این حقوقی عقده ای"
"025c123b-114b-425a-83ce-fe582b739fc7,,,,,all,"
"453739001,2024-11-18T08:34:28Z,1403/08/28 12:04,Arjmand,ramin711,twit,صبر در بازار به معنی منتظر ماندن برای فرصت‌هاست، نه به زور ایجاد کردن آن‌ها.\n#روانشناسی_بازار"
"453738997,2024-11-18T08:34:25Z,1403/08/28 12:04,حیران روزگار,vahes123456789,quote,بزرگوار شرکت تولید کننده مخزن گاز خودرو است. با افزایش قیمت بنزین تقاضا برای گاز سوز کردن خودرو افزایش پیدا میکنه"
"453738989,2024-11-18T08:33:50Z,1403/08/28 12:03,jakoob,7522aa,twit,#واعتبار آقای ممول تو که نظرت بود بیاد ۱۲۰ بخری چیشده رفت بالااااااا حالا سهامدار شدی خدا کنه دروغت راست باشه!!!🤗🗣"
"453732301,2024-11-18T05:48:50Z,1403/08/28 09:18,bualisina,bualisina,retwit,#غصینو 021-48831224\n021-44543164\nبا امور سهام تماس بگیرید حقوقی باید در این بازار حمایت کنه بازارگردان کمک کنه دیگه کی میخوان سهم ببرن بالا تو بازار ریزشی منفی کامل پرمیکنه الان دریغ از حمایت"
"453738965,2024-11-18T08:33:04Z,1403/08/28 12:03,mohsen21,pazh00963,twit,#خرینگ چشم آقا صادق.بنده از سهم دیگه اصلا نمی‌گم که باعث دلخوری شما و بعضی از دوستان باشه.هدفم از اشاره به این سهم برای دوستانی که نقد بودن و نتونستن خرینگ رو بخرن. گفتم حداقل توی خمحور براشون جبران بشه."
"453738960,2024-11-18T08:33:01Z,1403/08/28 12:03,هاتف,nf13511351nf,twit,#بکهنوج‌.\nحقوقی سرخطی خرید زده"
"453738942,2024-11-18T08:32:45Z,1403/08/28 12:02,بهروز,behroozsalimi,quote,نسبت خریدار به فروشنده تقریبا نصف. خروج پول حقیقی 16 میلیارد تومن!!!"
"453738938,2024-11-18T08:32:42Z,1403/08/28 12:02,امیر,farzan50,quote,#شاخص_بورس \nبا اون یکی اکانتت از خودت چه تعریفی میکنی!!"
"453738933,2024-11-18T08:32:23Z,1403/08/28 12:02,ورود و خروج و استراتژی حرفه ای,homeyra70,twit,#ثفارس ماشاالله"
