"454262885,2024-12-15T08:31:43Z,1403/09/25 12:01,مهدی عرفانی,pahlavanmehdi,twit,#گدنا \nصف خرید و تمام\nصف خرید بعد از شکست مقاومت یعنی صعود بیشتر و محکمتر و صفوف خرید قویتر"
"035228bc-cab5-4443-8e1b-1de4592facdc,,,,,desktop,"
"454262865,2024-12-15T08:31:27Z,1403/09/25 12:01,سرنزا,noslem,twit,#خمحور حجم خوبی خورده قسمت خریدار خیلی فعال هست"
"454262858,2024-12-15T08:31:26Z,1403/09/25 12:01,قرن,gharn1400,twit,#کسرا"
"454262851,2024-12-15T08:31:23Z,1403/09/25 12:01,شکست ناپذیر بورس,noreieh,twit,#کسرا فشار فروش بیشتر مربوط به اعتباری ها میباشد"
"454262827,2024-12-15T08:31:02Z,1403/09/25 12:01,تحلیلگر,yzanjireh,twit,#برکت سرکوب قیمت دور و بر ۴۲۰ امیدوارم فردا حمایت بشه مقاومت بسیار ضعیف ۴۳۰ رد بشه"
"454262822,2024-12-15T08:30:59Z,1403/09/25 12:00,مهدی عرفانی,pahlavanmehdi,twit,#گدنا داره صف خریدش محکمتر میشه\nاز الان شروع کرد ماشالله\nمقاومت رو داره پودر میکنه"
"454262818,2024-12-15T08:30:59Z,1403/09/25 12:00,Bahram,bahran11,quote,طرف قزوینیه داداش قزززوینی"
"454262812,2024-12-15T08:30:54Z,1403/09/25 12:00,مراد,morad00,twit,#وپارس سلام بر عشق"
"454262809,2024-12-15T08:30:54Z,1403/09/25 12:00,حمید ,hamidsheykhi,twit,#ثفارس تماس با شماره صدای سهامدار هیچ تاثیری نداره فقط صدای سهامدار عصبانی رو میشنون تا آروم بشه، بی فایده است تماس با اون شماره آدرس غلطه، اگر به نمایندگان شهرتون دسترسی دارید به قانون مسخره بازی بستن سهم بخاطر ظن دستکاری اعتراض کنید از طریق نهادهای بازرسی به باج‌گیری ناظر اعتراض کنید یا اگر بشه شکایت قضایی از ناظر بشه بعلت خسارت به هزاران نفر سهامدار، نمیدونم چطور میشه به یه قانون غلط اعتراض کرد، گنه کرد در بلخ آهنگری، زدن در شوشتر سر مسگری! اگر شخص حقیقی یا حقوقی تخلف کرده کدش رو ببندن اموالش رو توقیف کنن اعدامش کنن! سهامدار خرد کارمند و کارگر و بازنشسته بدبخت چرا باید بخاطر تخلف دیگران بسوزنن آخه"
"454262800,2024-12-15T08:30:45Z,1403/09/25 12:00,m,mehdikiani13139,quote,وقتی ریزشی بود گفت میریم بالا،الان میگه میریم پایین\nکارش باخودش به پنالتی کشیده فکرکنم😁"
