"453899334,2024-11-27T17:18:15Z,1403/09/07 20:48,SALAR,new,retwit,تو سبد الان نشسته و به زودی باز میشه\nتو پیام ناظر زده بود بعد از پذیره نویسی قابل معامله میشه \n\n\nاحتمالا تو همین هفته باز بشه"
"035228bc-cab5-4443-8e1b-1de4592facdc,,,,,desktop,"
"453932406,2024-11-30T08:30:44Z,1403/09/10 12:00, AC Milan,naginejad,twit,#خودرو \nخروج و نشانه های اصلاحی دیده نمیشه و هرچه هست موقتیه ..."
"453932400,2024-11-30T08:30:34Z,1403/09/10 12:00,مهدی,mehdikhorrami57,quote,شاروم را اگر تحلیلی دارید بفرمایید تا استفاده کنیم"
"453932396,2024-11-30T08:30:25Z,1403/09/10 12:00,فرشید,farshid4u,twit,#خودرو #اهرم \nفردا بازار میره برای استراحت و اصلاح\nسیو سود فراموش نشه"
"453932389,2024-11-30T08:30:09Z,1403/09/10 12:00,داش اکل,dashakol4385,quote,واکنش مثبت به خط روند 👍"
"453932386,2024-11-30T08:30:08Z,1403/09/10 12:00,احسان,ba13646477,twit,#شلرد الان وقتشه که راهشو از بازار جدا کنه بازار به هرحال یه مقداری رشد کرده ولی این درجا زده....الان وقتشه بیاد تو چش بازار"
"453932382,2024-11-30T08:30:04Z,1403/09/10 12:00,Eshghi,eshghi1122,quote,کرم ریزونه 😂😂😂😂"
"453932376,2024-11-30T08:30:02Z,1403/09/10 12:00,سیگنال 999,signal999,quote,صف فروش دانیک دوامی نداشت و جمع شد\nحجم معاملات عالیه\nدست ب دست شدن لازمه ی  صعوده\nNav = ریال1۱985\n#شاخص_بورس"
"453932359,2024-11-30T08:29:03Z,1403/09/10 11:59,saham,saha1m,twit,#شاخص_بورس تو اصلاح بازار یکی دو گروه پیدا شن بیان رو این سهم(بتا منفی و کوچک) رشدش بدن راحت بالای 50درصد میتونن ازش بگیرن\nخالی از فروشنده خشک خشک\n2ساله هیچ رشدی نداشته 50درصد هم ریخته\nپی بر ای 3.7\n30تومن تادیه رو هم گرفتن\n2سال پیش 200تومن ارزش گذاری شده بوده"
"453932342,2024-11-30T08:28:18Z,1403/09/10 11:58,افشین 1341,afshin1341,twit,#قصفها دوستان عزیز با توجه به گزارشات عملیات فروش و سود انجام شده که در جای خود کم سابقه است بدون هیچگونه تردید تمام توان خود را برای خرید بگذلرید به هر میزان و توات که دارید . بی تردید در کوتاه و میان مدت سودهای قابل توجهی کسب خواهید کرد . \nو من الله توفیق و هو مستعان"
